t,x,y,z
6.017999999999999972e+01,-2.680535195722262287e+00,-5.386979367020870768e+00,5.372032662625359833e+00
6.018999999999999773e+01,-2.966825332312823527e+00,-5.969563704214213118e+00,5.386359002107171889e+00
6.020000000000000284e+01,-3.283710118496077079e+00,-6.614854033241305942e+00,5.434742294551568875e+00
6.021000000000000085e+01,-3.634274177109221071e+00,-7.327235100397574641e+00,5.525230067832018754e+00
6.021999999999999886e+01,-4.021854377992680085e+00,-8.110754408078715727e+00,5.667450225490081372e+00
6.023000000000000398e+01,-4.450039837989548275e+00,-8.969122214779542190e+00,5.872611046735478624e+00
6.024000000000000199e+01,-4.922671920944558188e+00,-9.905711535091931808e+00,6.153501186445484272e+00
6.025000000000000000e+01,-5.443844237705899758e+00,-1.092355813970847933e+01,6.524489675165789038e+00
6.025999999999999801e+01,-6.017223928838618008e+00,-1.202410354335941278e+01,7.001166414974565377e+00
6.027000000000000313e+01,-6.643251345830210042e+00,-1.320244807497189754e+01,7.602223737141531323e+00
6.028000000000000114e+01,-7.326383673218209935e+00,-1.445887771606087391e+01,8.355135542980560714e+00
6.028999999999999915e+01,-8.069304245437313838e+00,-1.578537149009823182e+01,9.287329993348418355e+00
6.030000000000000426e+01,-8.871721793022757652e+00,-1.716320475216831554e+01,1.042504621892900474e+01
6.031000000000000227e+01,-9.730370442608437642e+00,-1.856294918896477597e+01,1.179333432023037886e+01
6.032000000000000028e+01,-1.063900971693031394e+01,-1.994447281879646638e+01,1.341605536758955708e+01
6.032999999999999829e+01,-1.158842453482418478e+01,-2.125693999158354330e+01,1.531588140116947550e+01
6.034000000000000341e+01,-1.256642491093182912e+01,-2.243893416237692051e+01,1.751421996414462257e+01
6.035000000000000142e+01,-1.355600242826480972e+01,-2.342800093382712845e+01,2.001289912087434075e+01
6.035999999999999943e+01,-1.453095632390183312e+01,-2.412650874274493518e+01,2.278378062298151008e+01
6.037000000000000455e+01,-1.546045936225181627e+01,-2.443683683584102795e+01,2.577756132593621174e+01
6.038000000000000256e+01,-1.631026446653562800e+01,-2.428395899623112797e+01,2.891835203636441420e+01
6.039000000000000057e+01,-1.704270471879009463e+01,-2.361544354343740437e+01,3.210367751206081977e+01
6.039999999999999858e+01,-1.761669335986529461e+01,-2.240145333338724498e+01,3.520447646198045533e+01
6.041000000000000369e+01,-1.799251112039189593e+01,-2.061974468195326793e+01,3.806603079231275899e+01
6.042000000000000171e+01,-1.814234475740396491e+01,-1.833729581677066989e+01,4.054156753120625467e+01
6.042999999999999972e+01,-1.804417843101542474e+01,-1.572786177934396790e+01,4.252701282013264716e+01
6.043999999999999773e+01,-1.769173849682733390e+01,-1.293938572244110041e+01,4.395596719025198240e+01
6.045000000000000284e+01,-1.709494400204084386e+01,-1.009034027615647489e+01,4.479946968651056949e+01
6.046000000000000085e+01,-1.627990668545907482e+01,-7.269727547919123012e+00,4.506599786763902671e+01
6.046999999999999886e+01,-1.528616041691219252e+01,-4.549695791957998559e+00,4.480290169821445545e+01
6.048000000000000398e+01,-1.414222669168385949e+01,-2.087850517352725088e+00,4.410573968618049889e+01
6.049000000000000199e+01,-1.288987799476116436e+01,3.600977503531677115e-02,4.307920540930715703e+01
6.050000000000000000e+01,-1.157230508971818495e+01,1.796470740473715466e+00,4.182501437278138212e+01
6.050999999999999801e+01,-1.022925868221858892e+01,3.201503288609099940e+00,4.044359568455636378e+01
6.052000000000000313e+01,-8.896308012620519179e+00,4.286914426327955496e+00,3.902445878829945514e+01
6.053000000000000114e+01,-7.600816329355600587e+00,5.092169677657508053e+00,3.761534235507713930e+01
6.053999999999999915e+01,-6.363519300658242450e+00,5.662064002539109353e+00,3.625398596253749872e+01
6.055000000000000426e+01,-5.199349320929158580e+00,6.041438197494781726e+00,3.496581384863117847e+01
6.056000000000000227e+01,-4.117418043147743845e+00,6.274758266424417918e+00,3.376325338682379851e+01
6.057000000000000028e+01,-3.122510401667815572e+00,6.400828070346851639e+00,3.264984699024452652e+01
6.057999999999999829e+01,-2.214403643202640382e+00,6.447830197075986369e+00,3.162290010910520621e+01
6.059000000000000341e+01,-1.390227217332370202e+00,6.440160718599829970e+00,3.067662080747067677e+01
6.060000000000000142e+01,-6.462138566929831462e-01,6.398289899704303174e+00,2.980489038065265817e+01
6.060999999999999943e+01,2.230042302722967662e-02,6.338762197973184520e+00,2.900126335520571175e+01
6.062000000000000455e+01,6.208763230856595428e-01,6.274196263788067718e+00,2.825896748892947841e+01
6.063000000000000256e+01,1.155971261684350715e+00,6.213284940328557937e+00,2.757090377087004640e+01
6.064000000000000057e+01,1.635313885036017378e+00,6.162505772164174722e+00,2.693057891579468688e+01
6.064999999999999858e+01,2.065484485882559618e+00,6.126882351521721226e+00,2.633383897518504924e+01
6.066000000000000369e+01,2.451925232701445800e+00,6.109523867556330146e+00,2.577719200549456602e+01
6.067000000000000171e+01,2.800143364080036168e+00,6.112959924042487003e+00,2.525761127604944534e+01
6.067999999999999972e+01,3.115711195434504255e+00,6.139140550698328092e+00,2.477253527181200354e+01
6.068999999999999773e+01,3.404266119008714231e+00,6.189436203185712415e+00,2.431986769338225329e+01
6.070000000000000284e+01,3.671510603874687195e+00,6.264637763110258994e+00,2.389797745699721077e+01
6.071000000000000085e+01,3.922966987046910603e+00,6.364818756144736689e+00,2.350575088298895210e+01
6.071999999999999886e+01,4.162064073729480285e+00,6.489365785006390830e+00,2.314316029042173284e+01
6.073000000000000398e+01,4.391469386119234208e+00,6.638285904393570469e+00,2.281080466091037096e+01
6.074000000000000199e+01,4.613892569847574343e+00,6.811400760002785049e+00,2.250935463859627106e+01
6.075000000000000000e+01,4.832047381261133090e+00,7.008250980410343445e+00,2.223954287772581040e+01
6.075999999999999801e+01,5.048651687421112477e+00,7.228096177071950734e+00,2.200216404265130521e+01
6.077000000000000313e+01,5.266427466103608346e+00,7.469914944322979977e+00,2.179807480783063056e+01
6.078000000000000114e+01,5.488099285382581627e+00,7.732404714186185579e+00,2.162819399021683608e+01
6.078999999999999915e+01,5.715517250166763041e+00,8.014180726764944751e+00,2.149385846403345468e+01
6.080000000000000426e+01,5.949354375215326840e+00,8.314382313022280258e+00,2.139748199356082026e+01
6.081000000000000227e+01,6.190323911531687706e+00,8.631849064064523347e+00,2.134152695168753056e+01
6.082000000000000028e+01,6.439016806130389625e+00,8.964859611318509280e+00,2.132827647252982217e+01
6.082999999999999829e+01,6.695901702036451297e+00,9.311131626530745109e+00,2.135983445143185122e+01
6.084000000000000341e+01,6.961324938285720521e+00,9.667821821767862644e+00,2.143812554496568978e+01
6.085000000000000142e+01,7.235510549924113910e+00,1.003152594941560061e+01,2.156489517093108432e+01
6.085999999999999943e+01,7.518560268008746661e+00,1.039827880218033229e+01,2.174170950835577543e+01
6.087000000000000455e+01,7.810235481261301516e+00,1.076403806231703975e+01,2.196959199697781173e+01
6.088000000000000256e+01,8.108920574736828257e+00,1.112522530604957893e+01,2.224902882091280887e+01
6.089000000000000057e+01,8.412959392861626640e+00,1.147514817213451899e+01,2.258231029835694059e+01
6.089999999999999858e+01,8.720401408703375878e+00,1.180683095917861358e+01,2.297048775712082858e+01
6.091000000000000369e+01,9.028910146280372473e+00,1.211334945328387569e+01,2.341307754076531467e+01
6.092000000000000171e+01,9.335763180560642027e+00,1.238783092804673025e+01,2.390806100860018546e+01
6.092999999999999972e+01,9.637852137463273294e+00,1.262345414455931802e+01,2.445188453568605169e+01
6.093999999999999773e+01,9.931682693857521116e+00,1.281344935140860919e+01,2.503945951283311899e+01
6.095000000000000284e+01,1.021337457756323630e+01,1.295109828467670177e+01,2.566416234660196594e+01
6.096000000000000085e+01,1.047866156735006626e+01,1.302973416794047345e+01,2.631783445930170018e+01
6.096999999999999886e+01,1.072289149293866117e+01,1.304274171227216783e+01,2.699078228899266918e+01
6.098000000000000398e+01,1.094231433382196528e+01,1.298302371515825016e+01,2.767418255344463773e+01
6.099000000000000199e+01,1.113298627959036580e+01,1.284849095812328912e+01,2.835676299282148349e+01
6.100000000000000000e+01,1.128949266627508052e+01,1.264188193891176404e+01,2.902310236261750376e+01
6.100999999999999801e+01,1.140750024367571847e+01,1.236682443463784153e+01,2.965933988370565189e+01
6.102000000000000313e+01,1.148377556394808607e+01,1.202781503394659346e+01,3.025321343323842171e+01
6.103000000000000114e+01,1.151618498160399717e+01,1.163021913701498988e+01,3.079405954464615647e+01
6.103999999999999915e+01,1.150369465351161402e+01,1.118027095555046380e+01,3.127281340763962447e+01
6.105000000000000426e+01,1.144637053889512757e+01,1.068507351279145645e+01,3.168200886820853768e+01
6.106000000000000227e+01,1.134537839933502745e+01,1.015259864350864305e+01,3.201577842862086953e+01
6.107000000000000028e+01,1.120298379876786221e+01,9.591686994002815325e+00,3.226985324742463490e+01
6.107999999999999829e+01,1.102133586436443125e+01,9.014501618669916283e+00,3.244138144989599937e+01
6.109000000000000341e+01,1.080152426441886426e+01,8.438527155270669766e+00,3.252940735803852590e+01
6.110000000000000142e+01,1.054842574472829497e+01,7.874196286753332608e+00,3.253555936654254310e+01
6.110999999999999943e+01,1.026712646354139302e+01,7.330373790912389609e+00,3.246285467499885868e+01
6.112000000000000455e+01,9.962695658182223468e+00,6.814779051593452763e+00,3.231564605533716872e+01
6.113000000000000256e+01,9.640185645050987517e+00,6.333986058694291543e+00,3.209962185182656214e+01
6.114000000000000057e+01,9.304631819622716904e+00,5.893423408162625776e+00,3.182180598107489899e+01
6.114999999999999858e+01,8.961052656448126541e+00,5.497374301997624002e+00,3.149055793202921549e+01
6.116000000000000369e+01,8.614449709153159773e+00,5.148976548249289742e+00,3.111557276597532606e+01
6.117000000000000171e+01,8.269807610439981360e+00,4.850222561019420731e+00,3.070788111653893537e+01
6.117999999999999972e+01,7.932127781726380888e+00,4.600286270137726063e+00,3.027713443815747496e+01
6.118999999999999773e+01,7.605421898335761988e+00,4.394367435423888857e+00,2.982552797490538055e+01
6.120000000000000284e+01,7.292411407899174414e+00,4.230983760477196043e+00,2.935791040626814308e+01
6.121000000000000085e+01,6.995475649880241065e+00,4.108467874572163225e+00,2.887902346613301319e+01
6.121999999999999886e+01,6.716679459269927044e+00,4.024748285548646720e+00,2.839323049360736917e+01
6.123000000000000398e+01,6.457773166587268854e+00,3.977349379812313401e+00,2.790451643301970819e+01
6.124000000000000199e+01,6.220192597879867336e+00,3.963391422334621161e+00,2.741648783392069078e+01
6.125000000000000000e+01,6.005059074722779222e+00,3.979590556652616851e+00,2.693237285108108026e+01
6.125999999999999801e+01,5.813179414219274754e+00,4.022258804869096593e+00,2.645502124449310344e+01
6.127000000000000313e+01,5.645045929000529483e+00,4.087304067652612005e+00,2.598690437936978981e+01
6.128000000000000114e+01,5.500605139107908492e+00,4.171324855277106280e+00,2.552990661327295285e+01
6.128999999999999915e+01,5.378800026199320072e+00,4.275572200010744339e+00,2.508475652971507230e+01
6.130000000000000426e+01,5.279333306737700404e+00,4.399158625353523533e+00,2.465265964917107766e+01
6.131000000000000227e+01,5.201957247165362119e+00,4.540983930667461976e+00,2.423491711663845294e+01
6.132000000000000028e+01,5.146365736241587996e+00,4.700154572670635744e+00,2.383284064248298151e+01
6.132999999999999829e+01,5.112194285042937381e+00,4.875983665436840475e+00,2.344775250243998244e+01
6.134000000000000341e+01,5.099020026963159147e+00,5.067990980395816081e+00,2.308098553761373850e+01
6.135000000000000142e+01,5.106361717713216564e+00,5.275902946332687193e+00,2.273388315447853358e+01
6.135999999999999943e+01,5.133679735321230453e+00,5.499652649388784731e+00,2.240779932487708237e+01
6.137000000000000455e+01,5.180376080132575112e+00,5.739379833061285296e+00,2.210409858602137589e+01
6.138000000000000256e+01,5.245559964502495731e+00,5.995307371450764755e+00,2.182419036811289814e+01
6.139000000000000057e+01,5.327860495296345533e+00,6.267245412300109564e+00,2.156978699689003420e+01
6.139999999999999858e+01,5.427946168443490649e+00,6.555501352280329819e+00,2.134269685590087562e+01
6.141000000000000369e+01,5.546525920901403950e+00,6.860210262626178057e+00,2.114482459390756119e+01
6.142000000000000171e+01,5.684054892412113702e+00,7.181213759697431698e+00,2.097819145056340062e+01
6.142999999999999972e+01,5.840734425502708049e+00,7.518060004980192446e+00,2.084493525641201117e+01
6.143999999999999773e+01,6.016512065485010829e+00,7.870003705086036305e+00,2.074731043288791454e+01
6.145000000000000284e+01,6.211081560455804507e+00,8.236006111752477210e+00,2.068768799231634858e+01
6.146000000000000085e+01,6.423882861296265290e+00,8.614735021841934071e+00,2.066855553791342004e+01
6.146999999999999886e+01,6.654102121672789139e+00,9.004564777343276205e+00,2.069251726378583456e+01
6.148000000000000398e+01,6.900671698036637380e+00,9.403576265371084375e+00,2.076229395493117025e+01
6.149000000000000199e+01,7.162270149623354065e+00,9.809556918164771488e+00,2.088072298723759346e+01
6.150000000000000000e+01,7.437322238453814016e+00,1.022000071309027547e+01,2.105075832748413944e+01
6.150999999999999801e+01,7.723998929333541597e+00,1.063210817263893659e+01,2.127547053334057381e+01
6.152000000000000313e+01,8.020606990397105562e+00,1.104321949824738347e+01,2.155666317547660071e+01
6.153000000000000114e+01,8.326721941406526994e+00,1.144872130226467100e+01,2.189284040867575598e+01
6.153999999999999915e+01,8.640721826035516528e+00,1.183917450208223876e+01,2.228678706186054015e+01
6.155000000000000426e+01,8.960367460327368860e+00,1.220533677604000644e+01,2.273999956050603544e+01
6.156000000000000227e+01,9.282919218110231796e+00,1.253848677196399208e+01,2.325212975706469720e+01
6.157000000000000028e+01,9.605137030998475822e+00,1.283042410716789306e+01,2.382098493096831504e+01
6.157999999999999829e+01,9.923280388391775730e+00,1.307346936845201668e+01,2.444252778862674091e+01
6.159000000000000341e+01,1.023310833747556536e+01,1.326046411210365505e+01,2.511087646342870272e+01
6.160000000000000142e+01,1.052987948322015654e+01,1.338477086389660542e+01,2.581830451573984675e+01
6.160999999999999943e+01,1.080835198838206068e+01,1.344027311909196243e+01,2.655524093290561183e+01
6.162000000000000455e+01,1.106278357350328001e+01,1.342137534243750530e+01,2.731027012924989350e+01
6.163000000000000256e+01,1.128693151691081198e+01,1.332300296816796248e+01,2.807013194607333872e+01
6.164000000000000057e+01,1.147407321965950544e+01,1.314050959052956458e+01,2.881974228277757888e+01
6.164999999999999858e+01,1.162068299346798383e+01,1.286062923240368860e+01,2.954529266065800286e+01
6.166000000000000369e+01,1.172413723606954328e+01,1.249154538117449853e+01,3.023152608520053164e+01
6.167000000000000171e+01,1.178097600953528712e+01,1.205332781685500976e+01,3.086310125802893012e+01
6.167999999999999972e+01,1.178901037570559573e+01,1.156341134197936427e+01,3.142731240760368649e+01
6.169000000000000483e+01,1.174732239618975527e+01,1.103659578160344523e+01,3.191408928922033894e+01
6.170000000000000284e+01,1.165626513236620099e+01,1.048504598330617554e+01,3.231599718500863361e+01
6.171000000000000085e+01,1.151746264538233611e+01,9.918291817187247617e+00,3.262823690393462783e+01
6.171999999999999886e+01,1.133380999615461526e+01,9.343228175868615537e+00,3.284864478179924419e+01
6.173000000000000398e+01,1.110947324536836334e+01,8.764114974493718790e+00,3.297769268123867903e+01
6.174000000000000199e+01,1.084988945347843980e+01,8.182577150729120063e+00,3.301848799172412896e+01
6.175000000000000000e+01,1.056176668070827773e+01,7.597604664762044990e+00,3.297677362956233793e+01
6.175999999999999801e+01,1.025056048826518307e+01,7.014609357219253383e+00,3.285919430952638010e+01
6.177000000000000313e+01,9.915257878811436498e+00,6.466253658914648206e+00,3.266766507901032668e+01
6.178000000000000114e+01,9.561870763703257836e+00,5.961420651720664488e+00,3.240784847022480619e+01
6.178999999999999915e+01,9.196709248595624331e+00,5.504853859976006625e+00,3.208656797456997367e+01
6.180000000000000426e+01,8.825617766849136459e+00,5.099740602864446970e+00,3.171137477653367043e+01
6.181000000000000227e+01,8.453975079530854586e+00,4.747711994415539039e+00,3.129054775369250407e+01
6.182000000000000028e+01,8.086694275412707356e+00,4.448842943502883784e+00,3.083309347671017520e+01
6.182999999999999829e+01,7.728222770972550393e+00,4.201652153845325977e+00,3.034874620933855383e+01
6.184000000000000341e+01,7.382542310393654716e+00,4.003102124006518991e+00,2.984796790841704706e+01
6.185000000000000142e+01,7.053192879849678576e+00,3.848828965763034571e+00,2.934055536810733855e+01
6.185999999999999943e+01,6.742943775632930681e+00,3.735600089298166449e+00,2.882644367078928482e+01
6.187000000000000455e+01,6.453378478322477463e+00,3.660528157699647789e+00,2.830840174117797048e+01
6.188000000000000256e+01,6.185747433524577232e+00,3.620654359793686439e+00,2.779006995722883033e+01
6.189000000000000057e+01,5.941054856911966553e+00,3.613078568859253714e+00,2.727466292208021059e+01
6.189999999999999858e+01,5.720058734224707564e+00,3.634959342628323764e+00,2.676496946405482191e+01
6.191000000000000369e+01,5.523270821269838038e+00,3.683513923285850922e+00,2.626335263665903952e+01
6.192000000000000171e+01,5.350956643921916722e+00,3.756018237469611165e+00,2.577174971858430652e+01
6.192999999999999972e+01,5.203135498122179570e+00,3.849806896270411283e+00,2.529167221370500940e+01
6.194000000000000483e+01,5.079524354981809431e+00,3.962398886692861666e+00,2.482425283851809183e+01
6.195000000000000284e+01,4.978997304742428298e+00,4.093382039710672160e+00,2.437094808128088630e+01
6.196000000000000085e+01,4.901071899370473162e+00,4.242130164640934176e+00,2.393288234390338687e+01
6.196999999999999886e+01,4.845479931585068734e+00,4.407773984388590804e+00,2.351106879580932940e+01
6.198000000000000398e+01,4.811890543163643841e+00,4.589665986304101608e+00,2.310660073401992420e+01
6.199000000000000199e+01,4.799910224942012249e+00,4.787380422182913264e+00,2.272065158315495381e+01
6.200000000000000000e+01,4.809082816814223449e+00,5.000713308266235835e+00,2.235447489543108901e+01
6.200999999999999801e+01,4.838889507732680784e+00,5.229682425240538279e+00,2.200940435066302570e+01
6.202000000000000313e+01,4.888748835708147666e+00,5.474527318237848661e+00,2.168685375626296974e+01
6.203000000000000114e+01,4.958016687809593037e+00,5.735709296835051596e+00,2.138831704724156069e+01
6.203999999999999915e+01,5.045986300164407190e+00,6.013911435054925647e+00,2.111536828620646133e+01
6.205000000000000426e+01,5.151925753714435174e+00,6.309488435749664781e+00,2.086963652194395635e+01
6.206000000000000227e+01,5.275883814767659885e+00,6.622057563231554589e+00,2.065298454029332476e+01
6.207000000000000028e+01,5.418400972781757474e+00,6.952116660680240479e+00,2.046761856308686234e+01
6.207999999999999829e+01,5.579827584028529408e+00,7.299818981770894943e+00,2.031588405423939392e+01
6.209000000000000341e+01,5.760312212937438225e+00,7.664919257846088740e+00,2.020025997626805037e+01
6.210000000000000142e+01,5.959801632095084400e+00,8.046773697914742840e+00,2.012335879029258834e+01
6.210999999999999943e+01,6.178040822245974617e+00,8.444339988653682738e+00,2.008792645603489291e+01
6.212000000000000455e+01,6.414572972292197583e+00,8.856177294406911926e+00,2.009684243181933638e+01
6.213000000000000256e+01,6.668739479292860040e+00,9.280446257184689074e+00,2.015311967457265041e+01
6.214000000000000057e+01,6.939679948465093062e+00,9.714908996665270635e+00,2.025990463982395795e+01
6.214999999999999858e+01,7.226332193183397479e+00,1.015692911019376865e+01,2.042047728170476262e+01
6.216000000000000369e+01,7.527432234980022230e+00,1.060347167278274405e+01,2.063825105294914053e+01
6.217000000000000171e+01,7.841571728567545030e+00,1.105147738826179804e+01,2.091513381557956919e+01
6.217999999999999972e+01,8.167512743701093925e+00,1.149556943272040321e+01,2.125183796156903071e+01
6.219000000000000483e+01,8.503690309440056438e+00,1.192713749816520874e+01,2.165241112216852315e+01
6.220000000000000284e+01,8.847921615300760934e+00,1.233748304758535141e+01,2.211908411158544041e+01
6.221000000000000085e+01,9.197404269023000012e+00,1.271790443131093262e+01,2.265207849798191830e+01
6.221999999999999886e+01,9.548716296569073947e+00,1.305969688701177134e+01,2.324960660347373320e+01
6.223000000000000398e+01,9.897816142124277405e+00,1.335415253969790683e+01,2.390787150413105167e+01
6.224000000000000199e+01,1.024004266809590646e+01,1.359256040171879398e+01,2.462106702997651553e+01
6.225000000000000000e+01,1.057011515511474897e+01,1.376620637276456804e+01,2.538137776498806275e+01
6.225999999999999801e+01,1.088213330203409868e+01,1.386637323986517245e+01,2.617897904709708357e+01
6.227000000000000313e+01,1.116957722593017976e+01,1.388434067739055244e+01,2.700203696818946142e+01
6.228000000000000114e+01,1.142578876146143152e+01,1.381101855937256850e+01,2.783727283722506129e+01
6.228999999999999915e+01,1.164735998282384521e+01,1.363896711381680760e+01,2.867201680862951108e+01
6.230000000000000426e+01,1.182784631067266368e+01,1.337238438045871902e+01,2.948612160044598340e+01
6.231000000000000227e+01,1.196121958312122224e+01,1.301791287556284260e+01,3.026023329542961449e+01
6.232000000000000028e+01,1.204301103768811210e+01,1.258300461564742534e+01,3.097754103079095600e+01
6.232999999999999829e+01,1.207031131129664026e+01,1.207592111748511599e+01,3.162377699819362675e+01
6.234000000000000341e+01,1.204177044027493082e+01,1.150573339810237883e+01,3.218721644375528967e+01
6.235000000000000142e+01,1.195759786035603867e+01,1.088232197478116525e+01,3.265867766804608152e+01
6.235999999999999943e+01,1.181956240667783931e+01,1.021637686505647125e+01,3.303152202609106780e+01
6.237000000000000455e+01,1.163099231378291520e+01,9.519397586717413873e+00,3.330165392736866181e+01
6.238000000000000256e+01,1.139506758679728549e+01,8.807668637465502215e+00,3.346718344041229187e+01
6.239000000000000057e+01,1.111362492900037857e+01,8.105114257512063602e+00,3.352850005081145923e+01
6.239999999999999858e+01,1.079331449029864487e+01,7.424981010432543549e+00,3.348918782995916388e+01
6.241000000000000369e+01,1.044093636958819005e+01,6.778202730895252159e+00,3.335462150797817316e+01
6.242000000000000171e+01,1.006318060378270829e+01,6.173962796722168633e+00,3.313190400248319634e+01
6.242999999999999972e+01,9.666627167811974175e+00,5.619694128886177253e+00,3.282986641858029486e+01
6.244000000000000483e+01,9.257745974622533680e+00,5.121079191512593276e+00,3.245906804886695340e+01
6.245000000000000284e+01,8.842896875178631433e+00,4.682049991880079531e+00,3.203179637343307462e+01
6.246000000000000085e+01,8.428329658460469886e+00,4.304788080418509466e+00,3.156206705985941241e+01
6.246999999999999886e+01,8.020203401276065236e+00,3.989451144352017309e+00,3.106504920550409210e+01
6.248000000000000398e+01,7.624188220723610243e+00,3.730299712420561686e+00,3.054566598548608525e+01
6.249000000000000199e+01,7.243969291486602735e+00,3.523283196835493847e+00,3.000808884608496641e+01
6.250000000000000000e+01,6.882499735764489479e+00,3.365451257364657334e+00,2.945823157758440658e+01
6.250999999999999801e+01,6.542293575424273477e+00,3.253476027979694152e+00,2.890138654293343734e+01
6.252000000000000313e+01,6.225425732000010370e+00,3.183652116855802738e+00,2.834222467774570120e+01
6.253000000000000114e+01,5.933532026693693950e+00,3.151896606371908938e+00,2.778479549030102547e+01
6.253999999999999915e+01,5.667809180373900801e+00,3.153749053110369793e+00,2.723252706154304903e+01
6.255000000000000426e+01,5.429014813576552356e+00,3.184371487857231120e+00,2.668822604508042673e+01
6.256000000000000227e+01,5.217467446505336781e+00,3.238548415602055197e+00,2.615407766718796267e+01
6.257000000000000028e+01,5.032558782201846270e+00,3.313735228944971301e+00,2.563144504093661169e+01
6.257999999999999829e+01,4.873317137568002444e+00,3.410072885028606837e+00,2.512124053257882039e+01
6.259000000000000341e+01,4.739258197745703782e+00,3.525771547677249984e+00,2.462454058419497471e+01
6.260000000000000142e+01,4.629842627669686017e+00,3.659366687851126621e+00,2.414240466330401702e+01
6.260999999999999943e+01,4.544475353968173259e+00,3.809722683921567210e+00,2.367587496872963015e+01
6.262000000000000455e+01,4.482505564963245703e+00,3.976032821670814066e+00,2.322597643060133166e+01
6.263000000000000256e+01,4.443226710670889368e+00,4.157819294291613232e+00,2.279371671035539038e+01
6.264000000000000057e+01,4.425876502800738521e+00,4.354933202387924140e+00,2.238008620073289734e+01
6.264999999999999858e+01,4.429636914756262200e+00,4.567554553974455089e+00,2.198605802578106960e+01
6.266000000000000369e+01,4.453542903877492520e+00,4.796146165620174706e+00,2.161269623594219169e+01
6.267000000000000171e+01,4.496753991423704022e+00,5.041066408477188787e+00,2.126146891457823784e+01
6.267999999999999972e+01,4.559517473166161849e+00,5.302667123283550943e+00,2.093348858866072604e+01
6.269000000000000483e+01,4.642080826240176705e+00,5.581309580387041613e+00,2.063004454889624739e+01
6.270000000000000284e+01,4.744580571667814439e+00,5.877348264574060899e+00,2.035268344516651950e+01
6.271000000000000085e+01,4.867042274358248655e+00,6.191130875070816941e+00,2.010320928652706840e+01
6.271999999999999886e+01,5.009380543107537775e+00,6.522998325542543441e+00,1.988368344120812736e+01
6.273000000000000398e+01,5.171399030598803570e+00,6.873284744093952625e+00,1.969642463661427456e+01
6.274000000000000199e+01,5.352790433401751535e+00,7.242317473268217398e+00,1.954400895932496240e+01
6.275000000000000000e+01,5.553136491973364564e+00,7.630417070048477690e+00,1.942926985509370041e+01
6.275999999999999801e+01,5.771907990657457965e+00,8.037897305856843033e+00,1.935529812884861656e+01
6.277000000000000313e+01,6.008477661413656357e+00,8.464977347336215985e+00,1.932535514252834830e+01
6.278000000000000114e+01,6.262872071833173848e+00,8.909422290398566702e+00,1.934124667016513399e+01
6.278999999999999915e+01,6.535764293670562886e+00,9.369441478013747826e+00,1.940738743315446868e+01
6.280000000000000426e+01,6.827348534489405374e+00,9.843197775651242765e+00,1.952884428075198997e+01
6.281000000000000227e+01,7.137303623968017874e+00,1.032774913369165404e+01,1.971001291192501981e+01
6.282000000000000028e+01,7.464793013900695939e+00,1.081904858742872122e+01,1.995461787535307252e+01
6.282999999999999829e+01,7.808464778196901435e+00,1.131194425706799578e+01,2.026571256942754218e+01
6.284000000000000341e+01,8.166451612881719058e+00,1.180017934772749832e+01,2.064567924225208628e+01
6.285000000000000142e+01,8.536370836094828718e+00,1.227639214943634904e+01,2.109622899164148180e+01
6.285999999999999943e+01,8.915324388092034980e+00,1.273211603713684781e+01,2.161840176512324518e+01
6.287000000000000455e+01,9.299898831244531650e+00,1.315777947068336928e+01,2.221256635993704620e+01
6.288000000000000256e+01,9.686165350038056232e+00,1.354270599484152271e+01,2.287842042303322998e+01
6.289000000000000057e+01,1.007030222420056553e+01,1.387746273032520961e+01,2.361419340381578635e+01
6.289999999999999858e+01,1.044719223802537300e+01,1.415045522935135835e+01,2.441300737120331377e+01
6.291000000000000369e+01,1.081003134482406125e+01,1.434691667447537355e+01,2.526501847743815432e+01
6.292000000000000171e+01,1.115210322605374316e+01,1.445483578829047389e+01,2.615862474385110659e+01
6.292999999999999972e+01,1.146679047342362701e+01,1.446499510107157072e+01,2.708046659400638490e+01
6.294000000000000483e+01,1.174757458889414963e+01,1.437097095077455755e+01,2.801542685369988206e+01
6.295000000000000284e+01,1.198803598467646658e+01,1.416913348303680564e+01,2.894663075095708749e+01
6.296000000000000085e+01,1.218185398323364943e+01,1.385864665117677319e+01,2.985544591603708398e+01
6.296999999999999886e+01,1.232280681727986860e+01,1.344146821619419185e+01,3.072148238142991872e+01
6.298000000000000398e+01,1.240509940409028466e+01,1.292085415272028470e+01,3.152229973565247789e+01
6.299000000000000199e+01,1.242572299111200529e+01,1.230337571427551602e+01,3.223662186896077486e+01
6.300000000000000000e+01,1.238295121461136539e+01,1.161262109479578086e+01,3.285137605158881513e+01
6.300999999999999801e+01,1.227651508441355510e+01,1.087153715424201472e+01,3.335690922353263943e+01
6.302000000000000313e+01,1.210776931080599894e+01,1.010049316310675493e+01,3.374644746217470725e+01
6.303000000000000114e+01,1.187969230453887626e+01,9.317280802416359364e+00,3.401609598228289144e+01
6.303999999999999915e+01,1.159688617682440182e+01,8.537114163727700600e+00,3.416483913601214795e+01
6.305000000000000426e+01,1.126557673933700698e+01,7.772629749129815302e+00,3.419454041290326529e+01
6.306000000000000227e+01,1.089361350421422614e+01,7.033886471245526018e+00,3.410994243988321983e+01
