t,x,y,z
1.658000000000000185e+01,-1.335756060220083752e+00,-2.846310455481347201e+00,2.017274841519135364e+01
1.658999999999999986e+01,-1.483825478189141567e+00,-2.931154363422909803e+00,1.968204911559393722e+01
1.660000000000000142e+01,-1.626661109338063627e+00,-3.034302708713588981e+00,1.920987713805197572e+01
1.660999999999999943e+01,-1.766348025109844233e+00,-3.156414641586377634e+00,1.875624469256897697e+01
1.662000000000000099e+01,-1.905015526918755420e+00,-3.298103803740209283e+00,1.832126224568938255e+01
1.662999999999999901e+01,-2.044837146149946605e+00,-3.459938328339611679e+00,1.790513852049985033e+01
1.664000000000000057e+01,-2.188027418901920207e+00,-3.642442167358542093e+00,1.750818656076051738e+01
1.664999999999999858e+01,-2.336471540205530495e+00,-3.846379636007221769e+00,1.713101748356238829e+01
1.666000000000000014e+01,-2.491426776657283071e+00,-4.073106682859271466e+00,1.677445914632365742e+01
1.667000000000000171e+01,-2.654206982553088512e+00,-4.324030859200488131e+00,1.643954284658697773e+01
1.667999999999999972e+01,-2.826266993461556520e+00,-4.600528092719383011e+00,1.612755575797091012e+01
1.669000000000000128e+01,-3.009202626224191768e+00,-4.903942687507515608e+00,1.584004093016961434e+01
1.669999999999999929e+01,-3.204750678954956022e+00,-5.235587324058778691e+00,1.557879728895361993e+01
1.671000000000000085e+01,-3.414788931040791731e+00,-5.596743059270262499e+00,1.534587963616899486e+01
1.671999999999999886e+01,-3.641194268470685280e+00,-5.988498574638337679e+00,1.514370918810108080e+01
1.673000000000000043e+01,-3.885257875922801141e+00,-6.412388391662846132e+00,1.497539443831785988e+01
1.674000000000000199e+01,-4.148287551524451722e+00,-6.870877104421781567e+00,1.484442805898743245e+01
1.675000000000000000e+01,-4.431620074485921990e+00,-7.365769064189988669e+00,1.475494003847738256e+01
1.676000000000000156e+01,-4.736602849585715980e+00,-7.898133479912551991e+00,1.471171974683132433e+01
1.676999999999999957e+01,-5.064593907169834708e+00,-8.468304418203530304e+00,1.472021593576908849e+01
1.678000000000000114e+01,-5.416961903152647473e+00,-9.075880803347475378e+00,1.478653673868660334e+01
1.678999999999999915e+01,-5.795086119015950388e+00,-9.719726417297806620e+00,1.491744967065586458e+01
1.680000000000000071e+01,-6.200356461809979791e+00,-1.039796989967853769e+01,1.512038162842513067e+01
1.680999999999999872e+01,-6.633021084410635204e+00,-1.110731854075694791e+01,1.540123584494757303e+01
1.682000000000000028e+01,-7.090974728356793655e+00,-1.184219955628719134e+01,1.576491811697634482e+01
1.683000000000000185e+01,-7.575885150873819640e+00,-1.259750620863124837e+01,1.622705179161274458e+01
1.683999999999999986e+01,-8.088179388809138004e+00,-1.336514621840796480e+01,1.680088406078458618e+01
1.685000000000000142e+01,-8.626589777140324600e+00,-1.413376122528511658e+01,1.749627146365438080e+01
1.685999999999999943e+01,-9.188153948973802443e+00,-1.488872678797750027e+01,1.831967988661778790e+01
1.687000000000000099e+01,-9.768214835546380925e+00,-1.561215238424909657e+01,1.927418456330560304e+01
1.687999999999999901e+01,-1.036042066622365354e+01,-1.628288141091095298e+01,2.035947007458142721e+01
1.689000000000000057e+01,-1.095672496850163569e+01,-1.687649118382320523e+01,2.157183034854435277e+01
1.689999999999999858e+01,-1.154738656800511620e+01,-1.736529293789321216e+01,2.290416866052591160e+01
1.691000000000000014e+01,-1.212096958848930228e+01,-1.771833182707720056e+01,2.434599763309349640e+01
1.692000000000000171e+01,-1.266448568938828778e+01,-1.790165875151400954e+01,2.588350487864376248e+01
1.692999999999999972e+01,-1.316661348458357317e+01,-1.789123972923537309e+01,2.749315454590222174e+01
1.694000000000000128e+01,-1.361045619848639987e+01,-1.767212750187541914e+01,2.912675064391428847e+01
1.694999999999999929e+01,-1.397895932786500062e+01,-1.723523658882871601e+01,3.073462042073547806e+01
1.696000000000000085e+01,-1.425799317158591428e+01,-1.658040284325727853e+01,3.227081638693104537e+01
1.696999999999999886e+01,-1.443635283061295738e+01,-1.571638345209182575e+01,3.369311631557150122e+01
1.698000000000000043e+01,-1.450575820800800031e+01,-1.466085693602990858e+01,3.496302324223687918e+01
1.699000000000000199e+01,-1.446085400893043804e+01,-1.344042314953790473e+01,3.604576546501314738e+01
1.700000000000000000e+01,-1.429883746709328385e+01,-1.209136581215524053e+01,3.690891884453181859e+01
1.701000000000000156e+01,-1.401944825027405273e+01,-1.066712075659285119e+01,3.752444888260062328e+01
1.701999999999999957e+01,-1.363074154886163214e+01,-9.222550178305294111e+00,3.789419561436761086e+01
1.703000000000000114e+01,-1.314361113674993753e+01,-7.804316276140443875e+00,3.802878936230663243e+01
1.703999999999999915e+01,-1.257085234104735605e+01,-6.451191218473504740e+00,3.794400621828446418e+01
1.705000000000000071e+01,-1.192716204207538233e+01,-5.194057143203058224e+00,3.766076804356119112e+01
1.705999999999999872e+01,-1.122913867337022786e+01,-4.055906157754844088e+00,3.720514246879042020e+01
1.707000000000000028e+01,-1.049528222168100733e+01,-3.051840339078241371e+00,3.660834289401852004e+01
1.708000000000000185e+01,-9.743941678782480409e+00,-2.188760338043335363e+00,3.590635550927139263e+01
1.708999999999999986e+01,-8.988783465435167486e+00,-1.464795436519450877e+00,3.513047472875883415e+01
1.710000000000000142e+01,-8.243152558763188864e+00,-8.734231907140217466e-01,3.430449325713655639e+01
1.710999999999999943e+01,-7.518288054940872378e+00,-4.049367750798165133e-01,3.344895075695409048e+01
1.712000000000000099e+01,-6.823232272513232388e+00,-4.644791260944725053e-02,3.258120105946018441e+01
1.712999999999999901e+01,-6.164830752398017033e+00,2.181131251632781876e-01,3.171541216460524737e+01
1.714000000000000057e+01,-5.547798966221089145e+00,4.069013172749610385e-01,3.086215676486913750e+01
1.715000000000000213e+01,-4.974976851025401992e+00,5.310968316934407962e-01,3.002572179260612018e+01
1.716000000000000014e+01,-4.447344573060416195e+00,6.018604419014200735e-01,2.920910917197823409e+01
1.717000000000000171e+01,-3.965051814146117959e+00,6.299037586899380869e-01,2.841463316712364673e+01
1.717999999999999972e+01,-3.527533540237959730e+00,6.246287186308385753e-01,2.764360035170557950e+01
1.719000000000000128e+01,-3.133510001425485303e+00,5.941275840768647232e-01,2.689630960891004818e+01
1.719999999999999929e+01,-2.780983419570212778e+00,5.451811367523203833e-01,2.617206476882984489e+01
1.721000000000000085e+01,-2.467243974147550478e+00,4.831009719317108653e-01,2.547005581515948691e+01
1.721999999999999886e+01,-2.189637620905688031e+00,4.119482844420037093e-01,2.478953019895923049e+01
1.723000000000000043e+01,-1.945573378909312590e+00,3.350727648225601540e-01,2.412954959005548972e+01
1.724000000000000199e+01,-1.732398709795611280e+00,2.551428801645590494e-01,2.348920707756930071e+01
1.725000000000000000e+01,-1.547399517773921929e+00,1.741458741109262465e-01,2.286762716991555067e+01
1.726000000000000156e+01,-1.387800149625588286e+00,9.338776685624267104e-02,2.226396579480237392e+01
1.726999999999999957e+01,-1.250790526077309339e+00,1.352012527771013009e-02,2.167741341185407578e+01
1.728000000000000114e+01,-1.134101649275494283e+00,-6.495457041997089453e-02,2.110727109438427362e+01
1.728999999999999915e+01,-1.035909900311260623e+00,-1.416849520287254693e-01,2.055294598676688977e+01
1.730000000000000071e+01,-9.544319319076450814e-01,-2.165934637499651316e-01,2.001388305448895011e+01
1.730999999999999872e+01,-8.879375983273878337e-01,-2.898391189796781786e-01,1.948956415156514410e+01
1.732000000000000028e+01,-8.347499553726976940e-01,-3.618175003086427921e-01,1.897950802053627228e+01
1.733000000000000185e+01,-7.932610931865857751e-01,-4.331477082045712690e-01,1.848327251730907861e+01
1.733999999999999986e+01,-7.623162223701290818e-01,-5.043546056785990217e-01,1.800048952304176098e+01
1.735000000000000142e+01,-7.411094928176880092e-01,-5.758927447805504141e-01,1.753082284691624793e+01
1.735999999999999943e+01,-7.288716928893483882e-01,-6.483376206845532508e-01,1.707395367700443956e+01
1.737000000000000099e+01,-7.248826563109120880e-01,-7.223707310714084784e-01,1.662958666773151606e+01
1.737999999999999901e+01,-7.284712621739324323e-01,-7.987795761283840168e-01,1.619744993987722381e+01
1.739000000000000057e+01,-7.390235965067220025e-01,-8.784522174998865562e-01,1.577729674187801834e+01
1.740000000000000213e+01,-7.562034553433591988e-01,-9.621987020329165752e-01,1.536892113983234864e+01
1.741000000000000014e+01,-7.799268515684633085e-01,-1.050729327721326545e+00,1.497212854383527159e+01
1.742000000000000171e+01,-8.101490424490609410e-01,-1.144851330073839879e+00,1.458675580099063041e+01
1.742999999999999972e+01,-8.468629325279255493e-01,-1.245477400033821125e+00,1.421267868788524424e+01
1.744000000000000128e+01,-8.900990736236635836e-01,-1.353625683979542860e+00,1.384981191058781747e+01
1.744999999999999929e+01,-9.399256648306101303e-01,-1.470419783723899698e+00,1.349810910464998592e+01
1.746000000000000085e+01,-9.964754958913288885e-01,-1.597076230020886722e+00,1.315757495165281377e+01
1.746999999999999886e+01,-1.060161042146881227e+00,-1.734753920648998804e+00,1.282829377540157090e+01
1.748000000000000043e+01,-1.131451794776169084e+00,-1.884661010031328132e+00,1.251032139011494060e+01
1.749000000000000199e+01,-1.210877714846256170e+00,-2.048162722413755965e+00,1.220382256903060103e+01
1.750000000000000000e+01,-1.299052902128835951e+00,-2.226778508945977730e+00,1.190909211201744533e+01
1.751000000000000156e+01,-1.396675595100338896e+00,-2.422182047681712636e+00,1.162655484557528851e+01
1.751999999999999957e+01,-1.504528170941705767e+00,-2.636201243578245368e+00,1.135676562283559221e+01
1.753000000000000114e+01,-1.623477145538663624e+00,-2.870818228496985647e+00,1.110040932356066179e+01
1.753999999999999915e+01,-1.754478536740932793e+00,-3.128155025717673787e+00,1.085831230051837792e+01
1.755000000000000071e+01,-1.899206162337290005e+00,-3.408939711856314059e+00,1.063263398328312803e+01
1.755999999999999872e+01,-2.058956141008980723e+00,-3.715776993684756668e+00,1.042434348953201173e+01
1.757000000000000028e+01,-2.234666100997170446e+00,-4.052715628192219199e+00,1.023390931900990175e+01
1.758000000000000185e+01,-2.427499878790142951e+00,-4.423585721589746278e+00,1.006268086799603978e+01
1.758999999999999986e+01,-2.638847519123443064e+00,-4.831998729310480023e+00,9.912888429303791327e+00
1.760000000000000142e+01,-2.870325274980129571e+00,-5.281347456010152541e+00,9.787643192280507165e+00
1.760999999999999943e+01,-3.123775607590232095e+00,-5.774806055566031660e+00,9.690937242807883933e+00
1.762000000000000099e+01,-3.401267186431409684e+00,-6.315330031078203454e+00,9.627643563301605312e+00
1.762999999999999901e+01,-3.705094889228230048e+00,-6.905656234868166266e+00,9.603516032711610251e+00
1.764000000000000057e+01,-4.037779801952960490e+00,-7.548302868480370797e+00,9.625189426521931324e+00
1.765000000000000213e+01,-4.402069218824834707e+00,-8.245569482680792817e+00,9.700179416750778216e+00
1.766000000000000014e+01,-4.800936642310325908e+00,-8.999536977457481157e+00,9.836882571950432919e+00
1.767000000000000171e+01,-5.237581783123628654e+00,-9.812067602021443236e+00,1.004457635720747710e+01
1.767999999999999972e+01,-5.713725512969145548e+00,-1.068261105114564913e+01,1.033287205645132900e+01
1.769000000000000128e+01,-6.229043660956961048e+00,-1.160902377912592343e+01,1.071514078989464203e+01
1.769999999999999929e+01,-6.787081286378086276e+00,-1.259302664958572393e+01,1.120976310194720327e+01
1.771000000000000085e+01,-7.389789597554382361e+00,-1.363036251024131218e+01,1.183448136194279776e+01
1.771999999999999886e+01,-8.037243360408245607e+00,-1.471036975567352556e+01,1.260620828068793742e+01
1.773000000000000043e+01,-8.727640898464320784e+00,-1.581598232733070297e+01,1.354102691046365869e+01
1.774000000000000199e+01,-9.457304092847934385e+00,-1.692372971352604338e+01,1.465419064502374624e+01
1.775000000000000000e+01,-1.022067838228571368e+01,-1.800373694943874980e+01,1.596012321959525337e+01
1.776000000000000156e+01,-1.101033276310647224e+01,-1.901972461711517326e+01,1.747241871088019138e+01
1.776999999999999957e+01,-1.181695895921095207e+01,-1.992917428822570258e+01,1.920373555402753141e+01
1.778000000000000114e+01,-1.262776497721667290e+01,-2.069130827926995764e+01,2.115122365779866698e+01
1.778999999999999915e+01,-1.342330697919946125e+01,-2.124231496001944564e+01,2.329153228157024458e+01
1.780000000000000071e+01,-1.418155814524380531e+01,-2.151846543321407168e+01,2.558981057829581118e+01
1.780999999999999872e+01,-1.487883277433516760e+01,-2.147052368112863618e+01,2.799632513194343630e+01
1.782000000000000028e+01,-1.548978628436210414e+01,-2.106374656557355962e+01,3.044645995750215661e+01
1.783000000000000185e+01,-1.598741521211447392e+01,-2.027788382789470489e+01,3.286071650097608199e+01
1.783999999999999986e+01,-1.634335231700772439e+01,-1.910560006395803256e+01,3.514456993018751518e+01
1.785000000000000142e+01,-1.653668348763037343e+01,-1.754552989742364133e+01,3.719430835720619655e+01
1.785999999999999943e+01,-1.655103920591827560e+01,-1.569287883596961741e+01,3.893143731670009089e+01
1.787000000000000099e+01,-1.637718494897709931e+01,-1.365488782639804377e+01,4.030168394346415539e+01
1.787999999999999901e+01,-1.601588652655470923e+01,-1.152158997543679320e+01,4.127174057250483230e+01
1.789000000000000057e+01,-1.547791008104068844e+01,-9.365810549733904367e+00,4.182926473904395692e+01
1.790000000000000213e+01,-1.478402208746704893e+01,-7.243166975862749268e+00,4.198287917851595807e+01
1.791000000000000014e+01,-1.396353816832008476e+01,-5.197770499530876442e+00,4.176320998461017098e+01
1.792000000000000171e+01,-1.303645947373530412e+01,-3.328086788627109716e+00,4.123304037138704814e+01
1.792999999999999972e+01,-1.203132966724302655e+01,-1.688556476880286539e+00,4.045771205323026010e+01
1.794000000000000128e+01,-1.097843278968076319e+01,-2.983323875160044381e-01,3.949940750801045652e+01
1.794999999999999929e+01,-9.905310261884959999e+00,8.419092460715855708e-01,3.841989330039677242e+01
1.796000000000000085e+01,-8.836760884688066753e+00,1.749968780323717610e+00,3.728052008185422750e+01
1.796999999999999886e+01,-7.793960613272549409e+00,2.453362424302294897e+00,3.612683769157493430e+01
1.798000000000000043e+01,-6.792273861859007944e+00,2.977730638926420870e+00,3.498039222591210518e+01
1.799000000000000199e+01,-5.843220418860052945e+00,3.351590379983023560e+00,3.386177196110213572e+01
1.800000000000000000e+01,-4.954970213609678709e+00,3.602705918470208601e+00,3.278503910769572371e+01
1.801000000000000156e+01,-4.132343306772330749e+00,3.758088547196085649e+00,3.175772925449014394e+01
1.801999999999999957e+01,-3.377086185873037660e+00,3.843028193672904713e+00,3.078169629819155162e+01
1.803000000000000114e+01,-2.688636526100693924e+00,3.875630000059770097e+00,2.985694038511372383e+01
1.803999999999999915e+01,-2.064200765053138209e+00,3.871040938586730373e+00,2.898077082823403927e+01
1.805000000000000071e+01,-1.500413037816422435e+00,3.842431385124079224e+00,2.815019121092579724e+01
1.805999999999999872e+01,-9.934451056913000677e-01,3.800848850857110772e+00,2.736213357359126519e+01
1.807000000000000028e+01,-5.390063561916158541e-01,3.755217982286056522e+00,2.661345841365931264e+01
1.808000000000000185e+01,-1.323438030456212111e-01,3.712340561226173286e+00,2.590095468558741842e+01
1.808999999999999986e+01,2.318063428232026435e-01,3.676970028689954706e+00,2.522135324959853619e+01
1.810000000000000142e+01,5.589442426600219616e-01,3.652844459517048392e+00,2.457189164377497548e+01
1.810999999999999943e+01,8.533791218987469840e-01,3.642831048964119578e+00,2.395065776002919478e+01
1.812000000000000099e+01,1.119260659669915281e+00,3.649202558617720804e+00,2.335600589339869515e+01
1.812999999999999901e+01,1.360773911406252701e+00,3.673748424942538282e+00,2.278651020590403675e+01
1.814000000000000057e+01,1.582139308843437009e+00,3.717774759281411434e+00,2.224096472654716194e+01
1.815000000000000213e+01,1.787612660019474387e+00,3.782104347855288484e+00,2.171838335131281994e+01
1.816000000000000014e+01,1.981363785682795697e+00,3.867121511066194728e+00,2.121804221217958641e+01
1.817000000000000171e+01,2.166309592373944160e+00,3.973407586732931485e+00,2.073980741876741263e+01
1.817999999999999972e+01,2.344800535962380916e+00,4.101781640452131228e+00,2.028382035239609138e+01
1.819000000000000128e+01,2.519262271998077285e+00,4.252960564789720621e+00,1.985034635203368936e+01
1.819999999999999929e+01,2.692181285084295883e+00,4.427553403765263518e+00,1.943978528253959581e+01
1.821000000000000085e+01,2.866104888878088897e+00,4.626061352852397057e+00,1.905267153466330754e+01
1.821999999999999886e+01,3.043641226089803808e+00,4.848877758978328956e+00,1.868967402504557995e+01
1.823000000000000043e+01,3.227321499486087486e+00,5.096329465013900162e+00,1.835169122659140228e+01
1.824000000000000199e+01,3.418752618011620115e+00,5.369345096207112533e+00,1.804020800821223247e+01
1.825000000000000000e+01,3.619263417861522836e+00,5.669227829662398577e+00,1.775695592260999334e+01
1.826000000000000156e+01,3.830289786536370311e+00,5.997061898943420566e+00,1.750396765886788231e+01
1.826999999999999957e+01,4.053370138790612920e+00,6.353698303744006459e+00,1.728358999339799240e+01
1.828000000000000114e+01,4.290145416633181163e+00,6.739754809889079823e+00,1.709848378994061946e+01
1.828999999999999915e+01,4.542359089326846622e+00,7.155615949333647308e+00,1.695162399956486965e+01
1.830000000000000071e+01,4.811857153388898745e+00,7.601433020163895549e+00,1.684629966066814077e+01
1.830999999999999872e+01,5.100100261697685156e+00,8.076713559105971996e+00,1.678595066865171148e+01
1.832000000000000028e+01,5.407800780698265974e+00,8.581480721431427483e+00,1.677515611442151666e+01
1.833000000000000185e+01,5.735987902127233973e+00,9.116232354816970584e+00,1.681965291039200494e+01
1.833999999999999986e+01,6.085371201746791137e+00,9.680007881000914693e+00,1.692524455777522974e+01
1.835000000000000142e+01,6.456325410023024070e+00,1.027036246250398754e+01,1.709778737504577961e+01
1.835999999999999943e+01,6.848890412125014038e+00,1.088336700262789591e+01,1.734319049794047984e+01
1.837000000000000099e+01,7.262771247925891238e+00,1.151360814545700961e+01,1.766741587945887204e+01
1.837999999999999901e+01,7.697338112001723687e+00,1.215418827585661710e+01,1.807647828986252136e+01
1.839000000000000057e+01,8.151626353632687838e+00,1.279672551947471248e+01,1.857644531667593313e+01
1.840000000000000213e+01,8.624182411842157947e+00,1.343179215248737712e+01,1.917300623254764247e+01
1.841000000000000014e+01,9.111260690171656407e+00,1.405047294641186184e+01,1.986830326388073686e+01
1.842000000000000171e+01,9.608828290799070970e+00,1.463475934504150544e+01,2.066738354069858374e+01
1.842999999999999972e+01,1.011203841535968806e+01,1.516518909006556193e+01,2.157219527302837392e+01
1.844000000000000128e+01,1.061480165339178683e+01,1.562283431261755773e+01,2.257989601935346613e+01
1.844999999999999929e+01,1.110978598233523407e+01,1.598930153327380665e+01,2.368285268661082199e+01
1.846000000000000085e+01,1.158841676753288397e+01,1.624673166205468888e+01,2.486864153019387302e+01
1.846999999999999886e+01,1.204087676222920500e+01,1.637779999842363665e+01,2.612004815394938007e+01
1.848000000000000043e+01,1.245610610757160330e+01,1.636571623128783415e+01,2.741506751018079768e+01
1.849000000000000199e+01,1.282198230998448807e+01,1.619399372219135103e+01,2.872716222244342532e+01
1.850000000000000000e+01,1.312995104622353892e+01,1.584708727371332770e+01,3.002948224959089529e+01
1.851000000000000156e+01,1.336869277634820108e+01,1.533229655731978269e+01,3.128355824923672657e+01
1.851999999999999957e+01,1.352745266029681659e+01,1.466474849048145046e+01,3.245184141258502564e+01
1.853000000000000114e+01,1.359875938719708977e+01,1.386154011304170552e+01,3.350284212322026178e+01
1.853999999999999915e+01,1.357842517536564309e+01,1.294173858721840631e+01,3.441112995710398081e+01
1.855000000000000071e+01,1.346554577230821259e+01,1.192638119760166404e+01,3.515733368257779290e+01
1.855999999999999872e+01,1.326250045471971006e+01,1.083847535115641136e+01,3.572814126036075777e+01
1.857000000000000028e+01,1.297495081884905765e+01,9.703001600735461807e+00,3.611629955702421313e+01
1.858000000000000185e+01,1.260718538629378749e+01,8.559332229888289234e+00,3.632024782860580103e+01
1.858999999999999986e+01,1.216661259483992197e+01,7.447133700555653490e+00,3.634665771236488041e+01
1.860000000000000142e+01,1.166551482831990150e+01,6.390916407235414098e+00,3.620758967556224661e+01
1.860999999999999943e+01,1.111607198177348366e+01,5.410521345583659603e+00,3.591847138211350199e+01
1.862000000000000099e+01,1.053036146144634344e+01,4.521120112411742831e+00,3.549809769258867220e+01
1.862999999999999901e+01,9.920358184791609801e+00,3.733214905689036911e+00,3.496863066421301625e+01
1.864000000000000057e+01,9.297934580468224297e+00,3.052638524540428833e+00,3.435559955086583983e+01
1.865000000000000213e+01,8.674860588342433232e+00,2.480554369248360480e+00,3.368790080308171753e+01
1.866000000000000014e+01,8.062208735743960020e+00,2.010485602702955177e+00,3.298680397370289796e+01
1.867000000000000171e+01,7.467896332244121638e+00,1.631825742414794389e+00,3.225862182385746735e+01
1.867999999999999972e+01,6.898048520972750453e+00,1.336899607054361727e+00,3.151459037548810116e+01
1.869000000000000128e+01,6.357689427314705100e+00,1.117369836534618521e+00,3.076428881160178364e+01
1.869999999999999929e+01,5.850742157531753307e+00,9.642198664552092957e-01,3.001559501620995718e+01
1.871000000000000085e+01,5.380028798761054887e+00,8.677539281018240569e-01,2.927468557432642982e+01
1.871999999999999886e+01,4.947270419016587262e+00,8.175970484466459354e-01,2.854603577196948194e+01
1.873000000000000043e+01,4.553084956019223917e+00,8.027283624723559052e-01,2.783241882735535100e+01
1.874000000000000199e+01,4.196743791097294896e+00,8.169838968306856186e-01,2.713496764569729081e+01
1.875000000000000000e+01,3.876922464767986298e+00,8.570590683953037692e-01,2.645422983532967365e+01
1.876000000000000156e+01,3.592283913332258827e+00,9.182004815386169971e-01,2.579065350544999902e+01
1.876999999999999957e+01,3.341338904493624362e+00,9.963930683414672362e-01,2.514451465229443983e+01
1.878000000000000114e+01,3.122446037357332838e+00,1.088360088593299801e+00,2.451591715913596303e+01
1.878999999999999915e+01,2.933811742431091218e+00,1.191563129791946007e+00,2.390479279628615572e+01
1.880000000000000071e+01,2.773490281624435116e+00,1.304202107143880296e+00,2.331090122109345231e+01
1.880999999999999872e+01,2.639349797599501279e+00,1.425186612331192482e+00,2.273390076701231166e+01
1.882000000000000028e+01,2.529504845502372756e+00,1.553746766625846210e+00,2.217363442006137575e+01
1.883000000000000185e+01,2.442659533156028573e+00,1.689310879198697712e+00,2.162990739263592843e+01
1.883999999999999986e+01,2.377541844523002101e+00,1.831653624635050770e+00,2.110257459691385051e+01
1.885000000000000142e+01,2.332874889563219867e+00,1.980899427107510213e+00,2.059155441978646550e+01
1.885999999999999943e+01,2.307376904234146764e+00,2.137522460375621769e+00,2.009682872285983279e+01
1.887000000000000099e+01,2.299761250490655051e+00,2.302346647786295719e+00,1.961844284245331593e+01
1.887999999999999901e+01,2.308736416285100290e+00,2.476545662273361259e+00,1.915650558960096461e+01
1.889000000000000057e+01,2.333403592793042769e+00,2.661326999375388969e+00,1.871125763986097112e+01
1.890000000000000213e+01,2.373680160201251166e+00,2.857562401913364525e+00,1.828300124589858555e+01
1.891000000000000014e+01,2.429446915977133692e+00,3.066388706449260315e+00,1.787208660364794000e+01
1.892000000000000171e+01,2.500633774570671264e+00,3.289124334602551158e+00,1.747903998704596518e+01
1.892999999999999972e+01,2.587220678385824257e+00,3.527268563385906219e+00,1.710456406654724049e+01
1.894000000000000128e+01,2.689237597780733235e+00,3.782501525205822723e+00,1.674953790912286777e+01
1.894999999999999929e+01,2.806764531067475588e+00,4.056684207861950497e+00,1.641501697826154071e+01
1.896000000000000085e+01,2.939941299443796119e+00,4.351833797761671896e+00,1.610224679803370407e+01
1.896999999999999886e+01,3.089362951118117984e+00,4.669531458513095146e+00,1.581290608517292995e+01
1.898000000000000043e+01,3.255938652869184935e+00,5.011773065931535598e+00,1.554857421541741225e+01
1.899000000000000199e+01,3.440572112657282577e+00,5.380701951173039177e+00,1.531116194055554658e+01
1.900000000000000000e+01,3.644212188558595855e+00,5.778304026888696043e+00,1.510312302587031574e+01
1.901000000000000156e+01,3.867852888765455965e+00,6.206407787225108663e+00,1.492745425013911920e+01
1.901999999999999957e+01,4.112533371585813669e+00,6.666684307823366851e+00,1.478769540563425267e+01
1.903000000000000114e+01,4.379337945443880109e+00,7.160647245820281448e+00,1.468792929812241788e+01
1.903999999999999915e+01,4.669396068879425599e+00,7.689652839847060051e+00,1.463278174686511868e+01
1.905000000000000071e+01,4.983882350548543450e+00,8.254899910030722765e+00,1.462742158461837505e+01
1.905999999999999872e+01,5.323599171620579718e+00,8.856160573718108608e+00,1.467691321891498824e+01
1.907000000000000028e+01,5.689095104476121989e+00,9.491567182853922091e+00,1.478702989290006897e+01
1.908000000000000185e+01,6.082335919723703022e+00,1.016269202606079780e+01,1.496719567510667304e+01
1.908999999999999986e+01,6.504560688256439960e+00,1.086867924523718543e+01,1.522667531037792976e+01
1.910000000000000142e+01,6.956151181697879160e+00,1.160587054190233403e+01,1.557435173444875254e+01
1.910999999999999943e+01,7.436631872400917942e+00,1.236780517719451566e+01,1.601872607394511405e+01
1.912000000000000099e+01,7.944669933449086230e+00,1.314521997187310376e+01,1.656791764638504461e+01
1.912999999999999901e+01,8.478075238655181423e+00,1.392604930631642546e+01,1.722966396017736912e+01
1.914000000000000057e+01,9.033800362562715236e+00,1.469542512052395722e+01,1.801132071462325257e+01
1.915000000000000213e+01,9.607940580444601864e+00,1.543567691411437615e+01,1.891986179991469896e+01
1.916000000000000014e+01,1.019573386830370509e+01,1.612633174632644284e+01,1.996187929713499187e+01
1.917000000000000171e+01,1.079105819278031575e+01,1.674777977254899142e+01,2.113963682577073655e+01
1.917999999999999972e+01,1.138429213981774524e+01,1.727305184781037539e+01,2.244503599648363235e+01
1.919000000000000128e+01,1.196407276814360898e+01,1.766686378919954592e+01,2.386634289100951278e+01
1.919999999999999929e+01,1.251812301434829244e+01,1.789944717201494129e+01,2.538490933939227290e+01
1.921000000000000085e+01,1.303325123358262516e+01,1.794670544474758600e+01,2.697509606155480810e+01
1.921999999999999886e+01,1.349535119955633178e+01,1.779021392908047972e+01,2.860427266729475093e+01
1.923000000000000043e+01,1.388940210453946023e+01,1.741721981988868606e+01,3.023281765628892259e+01
1.924000000000000199e+01,1.419946855936120578e+01,1.682064218523954224e+01,3.181411841808933261e+01
1.925000000000000000e+01,1.441187445069989082e+01,1.599055465296444822e+01,3.329572489774889732e+01
1.926000000000000156e+01,1.451717980984605916e+01,1.495094065338944667e+01,3.462936094339676885e+01
1.926999999999999957e+01,1.450678275364332137e+01,1.375730247087193447e+01,3.577680346400440925e+01
1.928000000000000114e+01,1.437697006217189255e+01,1.245856151501306464e+01,3.670952779006172051e+01
1.928999999999999915e+01,1.412895813036189097e+01,1.109681339893588614e+01,3.740870630055336932e+01
1.930000000000000071e+01,1.376889296799297391e+01,9.707327939281711338e+00,3.786520842296140188e+01
1.930999999999999872e+01,1.330785019969503402e+01,8.318549156213919105e+00,3.807960063326326150e+01
1.932000000000000028e+01,1.276183506494718678e+01,6.952095273414068188e+00,3.806214645593309598e+01
1.933000000000000185e+01,1.214444830253595065e+01,5.647727940031369798e+00,3.783582626627497802e+01
1.933999999999999986e+01,1.146693696905292192e+01,4.457328659355786371e+00,3.743120844731144103e+01
1.935000000000000142e+01,1.074761525544645657e+01,3.398779221480894286e+00,3.687657288471595507e+01
1.935999999999999943e+01,1.000336882313268916e+01,2.481945945988387692e+00,3.620135968535720394e+01
1.937000000000000099e+01,9.249611253296162516e+00,1.708826136041928123e+00,3.543618961840204662e+01
1.937999999999999901e+01,8.500284046891909639e+00,1.073548078389744198e+00,3.461286411531738594e+01
1.939000000000000057e+01,7.767838387387806520e+00,5.627099487944020595e-01,3.376340682844841012e+01
1.940000000000000213e+01,7.062260446797841595e+00,1.632941938119978342e-01,3.290130358173983183e+01
1.941000000000000014e+01,6.390568934329972528e+00,-1.377987211242651666e-01,3.203595442964232376e+01
1.942000000000000171e+01,5.758107125579687846e+00,-3.544240974513561682e-01,3.117757493699306437e+01
